row,string_id,speaker,source_speaker_key,category,attribution_confidence,attribution_basis,text,raw_text
835,108775052987781175,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,In one of the [C0]traps[/C0] I've constructed in the lagoons. They're marked on your [C0]Map[/C0].,SOLDIER_NAME_KEY: In one of the [C0]traps[/C0] I've constructed in the lagoons. They're marked on your [C0]Map[/C0].
836,108775052987781176,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,That's all for now.,That's all for now.
837,108775052987781177,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,This one takes [C0]three fish[/C0] from the area to make.,SOLDIER_NAME_KEY: This one takes [C0]three fish[/C0] from the area to make.
838,108775052987781178,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,This one needs [C0]two fish[/C0] from the area to make.,SOLDIER_NAME_KEY: This one needs [C0]two fish[/C0] from the area to make.
839,108775052987781179,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,This one requires [C0]two fish[/C0] from the area to make.,SOLDIER_NAME_KEY: This one requires [C0]two fish[/C0] from the area to make.
840,108775052987781180,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"That should do it. I'll just mix these in...here. [C0]Load this into a trap[/C0], then get well clear from it.","SOLDIER_NAME_KEY: That should do it. I'll just mix these in...here. [C0]Load this into a trap[/C0], then get well clear from it."
841,108775052987781181,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"That should do it. I'll just mix these in...here. [C0]Load this into a trap[/C0], then get well clear from it.","SOLDIER_NAME_KEY: That should do it. I'll just mix these in...here. [C0]Load this into a trap[/C0], then get well clear from it."
842,108775052987781182,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"That should do it. I'll just mix these in...here. [C0]Load this into a trap[/C0], then get well clear from it.","SOLDIER_NAME_KEY: That should do it. I'll just mix these in...here. [C0]Load this into a trap[/C0], then get well clear from it."
843,108775052987781183,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,[C2]I don't have all the fish for that bait yet[/C2]. Come back when you've got the rest.,SOLDIER_NAME_KEY: [C2]I don't have all the fish for that bait yet[/C2]. Come back when you've got the rest.
844,108775052987781184,Narrator / scene text,,narration,inferred,third-/second-person scene description,A large cage is suspended over the water. A small receptacle is floating underneath.,A large cage is suspended over the water. A small receptacle is floating underneath.
845,108775052987781185,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Load the trap with Bait.,Load the trap with Bait.
846,108775052987781186,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Leave it alone.,Leave it alone.
847,108775052987781187,Narrator / scene text,,narration,inferred,third-/second-person scene description,You load the [C0]Bait[/C0] into the trap. You should probably move away.,You load the [C0]Bait[/C0] into the trap. You should probably move away.
848,108775052987781188,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,This trap has been baited. Better get to a safe distance and wait.,This trap has been baited. Better get to a safe distance and wait.
849,108775052987781189,Narrator / scene text,,narration,inferred,third-/second-person scene description,Inside is the obliterated corpse of a [C3]Mind Sucker[/C3]. The Airman will be expecting proof of your success.,Inside is the obliterated corpse of a [C3]Mind Sucker[/C3]. The Airman will be expecting proof of your success.
850,108775052987781190,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,The rest of the carcass sinks out of sight.,The rest of the carcass sinks out of sight.
851,108775052987781191,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,You leave it in there for now.,You leave it in there for now.
852,108775052987781192,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A mangled mess of wood and wire. The trap itself was re-usable, but not after being hit by a mortar.","A mangled mess of wood and wire. The trap itself was re-usable, but not after being hit by a mortar."
853,108775052987781193,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,Let's see it then.,SOLDIER_NAME_KEY: Let's see it then.
854,108775052987781194,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You hand the tattered lump of flesh to the Airman. It's almost unrecognizable, but you both know it couldn't have belonged to anything else.","You hand the tattered lump of flesh to the Airman. It's almost unrecognizable, but you both know it couldn't have belonged to anything else."
855,108775052987781195,Narrator / scene text,,narration,inferred,third-/second-person scene description,"He pokes at it with his knife, testing the rubbery meat. He seems satisfied.","He pokes at it with his knife, testing the rubbery meat. He seems satisfied."
856,108775052987781196,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Yes...this is one of the beasts. Progress at last. More to go, though.","SOLDIER_NAME_KEY: Yes...this is one of the beasts. Progress at last. More to go, though."
857,108775052987781197,Narrator / scene text,,narration,inferred,third-/second-person scene description,You drop the flesh onto the ground and he gives it a few slashes with the knife. It wobbles a little.,You drop the flesh onto the ground and he gives it a few slashes with the knife. It wobbles a little.
858,108775052987781198,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Another one taken care of. One remains, by my count. Let's finish this.","SOLDIER_NAME_KEY: Another one taken care of. One remains, by my count. Let's finish this."
859,108775052987781199,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You drop the large, bloodied carcass in front of the Airman. His eyes fill with sadistic delight.","You drop the large, bloodied carcass in front of the Airman. His eyes fill with sadistic delight."
860,108775052987781200,Narrator / scene text,,narration,inferred,third-/second-person scene description,"He bends down and plunges his knife into the soft flesh. It falls away before the blade, revealing a [C3]glint of metal[/C3].","He bends down and plunges his knife into the soft flesh. It falls away before the blade, revealing a [C3]glint of metal[/C3]."
861,108775052987781201,Narrator / scene text,,narration,inferred,third-/second-person scene description,"With a sickening tear, he wrests it from where it was embedded in the flesh of the creature. He holds it aloft. You recognize it as a [C3]necklace[/C3], glistening in gore.","With a sickening tear, he wrests it from where it was embedded in the flesh of the creature. He holds it aloft. You recognize it as a [C3]necklace[/C3], glistening in gore."
862,108775052987781202,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Well fisherman, some fortune at last. This ought to fetch a decent price from the right collector. Here, why don't you take it.","SOLDIER_NAME_KEY: Well fisherman, some fortune at last. This ought to fetch a decent price from the right collector. Here, why don't you take it."
863,108775052987781203,Narrator / scene text,,narration,inferred,third-/second-person scene description,He stands back from the corpse. A melancholic look comes over his face.,He stands back from the corpse. A melancholic look comes over his face.
864,108775052987781204,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"And now...well, that's that, I suppose.","SOLDIER_NAME_KEY: And now...well, that's that, I suppose."
865,108775052987781205,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Oh, you have more?","SOLDIER_NAME_KEY: Oh, you have more?"
866,108775052987781206,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"I can't say for sure. I thought I'd be asking you for an escort away from this place, but...this has become somewhat of a home to me.","SOLDIER_NAME_KEY: I can't say for sure. I thought I'd be asking you for an escort away from this place, but...this has become somewhat of a home to me."
867,108775052987781207,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,It doesn't feel right to leave my brothers here. I think I shall stay a while longer.,SOLDIER_NAME_KEY: It doesn't feel right to leave my brothers here. I think I shall stay a while longer.
868,108775052987781208,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"In the meantime, I can make up some special [C0]Bait[/C0] for you. [C1]It ought to help with your fishing[/C1].","SOLDIER_NAME_KEY: In the meantime, I can make up some special [C0]Bait[/C0] for you. [C1]It ought to help with your fishing[/C1]."
869,108775052987781209,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"I'll need some fish from you first. Any type will do - but [C1]the more you give me, the more Bait I can make[/C1].","SOLDIER_NAME_KEY: I'll need some fish from you first. Any type will do - but [C1]the more you give me, the more Bait I can make[/C1]."
